ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,TotalVisiting
0,35.0,Self Enquiry,1,2.0794415416798357,Salaried,4.0,Standard,4.0,Married,3.0,0,4,1,Senior Manager,10.137531478318627,2.0
0,34.0,Company Invited,1,1.791759469228055,Small Business,4.0,Deluxe,5.0,Unmarried,1.0,0,2,1,Manager,9.920492151351953,5.0
0,35.0,Company Invited,1,2.302585092994046,Salaried,4.0,Basic,3.0,Divorced,2.0,0,2,1,Executive,9.762845222733661,2.0
1,43.0,Self Enquiry,3,2.70805020110221,Small Business,5.0,Deluxe,3.0,Unmarried,1.0,0,2,1,Manager,9.920639611353694,3.0
0,32.0,Company Invited,3,2.0794415416798357,Salaried,3.0,Basic,5.0,Married,2.0,0,3,0,Executive,9.788469440951861,4.0
0,56.0,Self Enquiry,1,2.302585092994046,Large Business,3.0,King,5.0,Married,5.0,0,4,0,VP,10.399231263877141,4.0
0,29.0,Self Enquiry,1,2.4849066497880004,Small Business,3.0,Basic,3.0,Divorced,2.0,0,3,0,Executive,9.805378459425809,2.0
0,19.0,Self Enquiry,1,2.70805020110221,Salaried,3.0,Basic,5.0,Unmarried,2.0,0,3,0,Executive,9.772923182515012,2.0
0,45.0,Self Enquiry,1,2.5649493574615367,Small Business,3.0,Basic,3.0,Divorced,5.0,1,3,1,Executive,10.014447362844386,2.0
0,37.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,Deluxe,3.0,Divorced,2.0,0,2,1,Manager,9.97459817999408,3.0
0,20.0,Self Enquiry,1,2.1972245773362196,Salaried,4.0,Basic,3.0,Unmarried,2.0,0,3,0,Executive,9.799958691707271,3.0
1,44.0,Self Enquiry,1,2.772588722239781,Salaried,3.0,Basic,3.0,Unmarried,2.0,1,3,1,Executive,9.79456514531194,5.0
0,53.0,Self Enquiry,1,2.5649493574615367,Small Business,3.0,King,3.0,Married,4.0,0,2,1,VP,10.399231263877141,2.0
0,29.0,Self Enquiry,1,3.044522437723423,Salaried,5.0,Basic,3.0,Divorced,1.0,1,5,1,Executive,9.75080246487048,3.0
1,22.0,Company Invited,1,2.1972245773362196,Salaried,4.0,Basic,3.0,Divorced,1.0,1,3,0,Executive,9.789926840312962,2.0
0,46.0,Self Enquiry,3,2.0794415416798357,Small Business,3.0,Super Deluxe,5.0,Divorced,1.0,0,2,1,AVP,10.374990057905599,3.0
0,44.0,Company Invited,1,3.1354942159291497,Salaried,5.0,Basic,3.0,Unmarried,3.0,0,4,1,Executive,9.757883578677337,3.0
0,36.0,Self Enquiry,2,2.0794415416798357,Salaried,3.0,Basic,3.0,Divorced,2.0,0,2,0,Executive,9.830916859701293,2.0
1,41.0,Company Invited,1,2.3978952727983707,Salaried,4.0,Basic,5.0,Married,7.0,0,3,1,Executive,9.747243015452291,3.0
0,36.0,Self Enquiry,3,3.5263605246161616,Salaried,3.0,Deluxe,5.0,Married,1.0,0,2,1,Manager,10.014447362844386,4.0
0,40.0,Company Invited,3,2.5649493574615367,Small Business,3.0,Deluxe,4.0,Divorced,6.0,0,4,1,Manager,10.014447362844386,5.0
0,50.0,Company Invited,1,2.0794415416798357,Small Business,3.0,Super Deluxe,5.0,Divorced,3.0,0,3,1,AVP,10.399231263877141,1.0
0,28.0,Self Enquiry,1,3.2188758248682006,Small Business,4.0,Basic,5.0,Divorced,2.0,0,3,1,Executive,9.808957068689894,5.0
0,46.0,Self Enquiry,1,3.044522437723423,Salaried,3.0,King,4.0,Divorced,6.0,0,3,1,VP,10.399231263877141,3.0
0,35.0,Self Enquiry,3,3.1354942159291497,Salaried,3.0,Deluxe,5.0,Divorced,4.0,1,3,1,Manager,10.084391438242461,4.0
1,24.0,Self Enquiry,1,3.1354942159291497,Salaried,3.0,Basic,4.0,Divorced,2.0,0,2,0,Executive,9.753245889205585,4.0
0,33.0,Company Invited,3,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Divorced,2.0,0,3,0,Manager,9.88016774721451,3.0
0,36.0,Self Enquiry,1,2.4849066497880004,Salaried,5.0,Basic,3.0,Married,2.0,0,2,0,Executive,9.783633624060649,2.0
0,36.0,Self Enquiry,1,2.5649493574615367,Salaried,3.0,Deluxe,3.0,Married,2.0,0,5,1,Manager,9.825039406206987,3.0
0,44.0,Self Enquiry,1,2.5649493574615367,Salaried,3.0,Deluxe,3.0,Unmarried,2.0,0,5,1,Manager,9.880270101359944,3.0
0,20.0,Self Enquiry,3,3.295836866004329,Small Business,1.0,Basic,3.0,Unmarried,2.0,0,3,0,Executive,9.780076207620894,2.0
0,46.0,Self Enquiry,1,2.0794415416798357,Large Business,3.0,Deluxe,3.0,Married,3.0,0,2,1,Manager,10.015878298115155,2.0
0,42.0,Company Invited,2,2.0794415416798357,Small Business,1.0,Deluxe,5.0,Divorced,1.0,0,2,0,Manager,9.965146932922856,5.0
0,60.0,Self Enquiry,3,2.5649493574615367,Small Business,1.0,Deluxe,3.0,Married,1.0,1,5,0,Manager,9.914427492574463,2.0
0,32.0,Company Invited,1,2.9444389791664403,Salaried,4.0,Basic,4.0,Divorced,2.0,0,5,0,Executive,9.783746350923579,3.0
0,32.0,Company Invited,1,2.0794415416798357,Salaried,4.0,Deluxe,3.0,Unmarried,5.0,1,5,1,Manager,9.903387547535795,3.0
0,36.0,Self Enquiry,1,1.791759469228055,Large Business,5.0,Standard,5.0,Married,3.0,1,2,1,Senior Manager,10.136660639487516,5.0
0,33.0,Self Enquiry,1,2.70805020110221,Small Business,3.0,Basic,3.0,Divorced,1.0,0,2,1,Executive,9.785885750455948,2.0
0,40.0,Self Enquiry,3,2.772588722239781,Large Business,4.0,Deluxe,4.0,Married,1.0,0,5,1,Manager,9.992047729515608,2.0
0,25.0,Self Enquiry,3,2.772588722239781,Salaried,4.0,Deluxe,3.0,Unmarried,1.0,0,2,0,Manager,9.90098442231801,3.0
0,36.0,Self Enquiry,1,1.791759469228055,Small Business,3.0,Basic,4.0,Divorced,1.0,1,4,1,Executive,9.82978718960617,5.0
0,42.0,Company Invited,1,3.4657359027997265,Small Business,3.0,Standard,5.0,Divorced,4.0,1,3,0,Senior Manager,10.246758057051174,3.0
0,35.0,Company Invited,3,2.6390573296152584,Small Business,4.0,Standard,3.0,Divorced,5.0,1,5,1,Senior Manager,10.141598530972125,5.0
0,27.0,Self Enquiry,1,2.995732273553991,Salaried,3.0,Basic,5.0,Divorced,2.0,1,4,1,Executive,9.754697478950966,2.0
0,54.0,Company Invited,1,1.791759469228055,Salaried,3.0,Standard,3.0,Married,1.0,0,5,1,Senior Manager,10.146512159443487,3.0
0,44.0,Self Enquiry,1,2.0794415416798357,Salaried,1.0,Basic,3.0,Divorced,2.0,0,4,1,Executive,9.741615472609583,3.0
1,19.0,Company Invited,1,2.772588722239781,Small Business,4.0,Basic,4.0,Unmarried,2.0,1,5,1,Executive,9.732639917815801,4.0
0,36.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Basic,3.0,Married,2.0,0,2,0,Executive,10.014447362844386,5.0
0,54.0,Self Enquiry,1,2.1972245773362196,Salaried,3.0,Super Deluxe,3.0,Divorced,4.0,0,5,1,AVP,10.397543345426145,3.0
0,31.0,Self Enquiry,1,2.833213344056216,Small Business,3.0,Deluxe,5.0,Divorced,2.0,1,2,0,Manager,9.991177865663117,5.0
0,31.0,Self Enquiry,1,3.4011973816621555,Small Business,4.0,Deluxe,5.0,Unmarried,2.0,0,5,0,Manager,9.990215556045952,5.0
0,59.0,Self Enquiry,3,2.1972245773362196,Salaried,4.0,Deluxe,3.0,Unmarried,6.0,0,3,0,Manager,9.912001208301334,2.0
0,43.0,Self Enquiry,1,2.1972245773362196,Salaried,5.0,King,3.0,Divorced,4.0,0,5,1,VP,10.399231263877141,4.0
0,49.0,Self Enquiry,1,2.302585092994046,Small Business,4.0,King,3.0,Divorced,3.0,0,3,0,VP,10.399231263877141,2.0
0,36.0,Company Invited,1,2.1972245773362196,Large Business,3.0,Basic,4.0,Divorced,2.0,0,3,1,Executive,9.835850903820317,3.0
0,48.0,Self Enquiry,1,2.0794415416798357,Large Business,1.0,Basic,4.0,Unmarried,6.0,0,2,0,Executive,9.773321917959331,5.0
0,27.0,Self Enquiry,1,2.302585092994046,Salaried,3.0,Basic,3.0,Married,2.0,0,4,1,Executive,9.770927116951647,4.0
0,29.0,Self Enquiry,1,2.5649493574615367,Salaried,3.0,Deluxe,3.0,Married,2.0,1,3,0,Manager,9.981512841973895,2.0
0,48.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,King,3.0,Unmarried,7.0,0,3,1,VP,10.399231263877141,3.0
0,29.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,Super Deluxe,3.0,Married,4.0,0,2,0,AVP,10.345734504736821,3.0
0,34.0,Self Enquiry,1,3.258096538021482,Large Business,1.0,Basic,3.0,Divorced,1.0,0,1,1,Executive,9.774801544908083,2.0
0,44.0,Self Enquiry,3,2.3978952727983707,Small Business,3.0,King,4.0,Divorced,1.0,0,5,1,VP,10.399231263877141,3.0
0,33.0,Self Enquiry,3,2.772588722239781,Small Business,1.0,Standard,3.0,Married,1.0,1,4,1,Senior Manager,10.05963623502606,3.0
0,19.0,Self Enquiry,1,3.4339872044851463,Salaried,1.0,Basic,3.0,Unmarried,2.0,1,5,1,Executive,9.797793647977064,2.0
0,23.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Basic,3.0,Divorced,2.0,0,4,0,Executive,9.694185267410399,3.0
1,25.0,Company Invited,3,3.4011973816621555,Salaried,5.0,Basic,3.0,Unmarried,2.0,1,1,1,Executive,9.687691938884457,4.0
0,26.0,Self Enquiry,1,2.302585092994046,Salaried,3.0,Basic,3.0,Unmarried,2.0,1,1,0,Executive,9.791158367562208,2.0
1,45.0,Self Enquiry,3,2.0794415416798357,Small Business,5.0,King,4.0,Unmarried,3.0,1,5,0,VP,10.399231263877141,5.0
0,55.0,Company Invited,1,2.6390573296152584,Small Business,4.0,Super Deluxe,4.0,Married,2.0,1,3,1,AVP,10.260357477464831,3.0
1,21.0,Company Invited,1,2.772588722239781,Salaried,4.0,Basic,3.0,Unmarried,2.0,0,4,1,Executive,9.777073627680469,2.0
0,46.0,Self Enquiry,3,2.302585092994046,Small Business,4.0,King,4.0,Divorced,3.0,0,5,1,VP,10.399231263877141,2.0
0,34.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,5.0,Unmarried,1.0,1,3,1,Manager,9.880116566212887,2.0
0,51.0,Company Invited,3,2.70805020110221,Salaried,3.0,King,4.0,Married,5.0,1,4,1,VP,10.399231263877141,3.0
0,59.0,Self Enquiry,1,3.1780538303479458,Small Business,3.0,Standard,3.0,Unmarried,7.0,0,3,1,Senior Manager,10.146904208689893,4.0
0,34.0,Company Invited,1,2.5649493574615367,Small Business,3.0,Deluxe,4.0,Married,5.0,0,3,1,Manager,10.014447362844386,2.0
0,28.0,Company Invited,1,1.791759469228055,Small Business,3.0,Basic,3.0,Unmarried,1.0,1,4,0,Executive,9.749986661550366,2.0
0,44.0,Self Enquiry,1,2.302585092994046,Salaried,1.0,King,5.0,Married,2.0,0,5,1,VP,10.399231263877141,5.0
0,34.0,Company Invited,2,2.5649493574615367,Salaried,4.0,Deluxe,4.0,Divorced,5.0,0,5,0,Manager,9.877656792501606,3.0
0,36.0,Self Enquiry,1,2.4849066497880004,Salaried,3.0,Basic,3.0,Divorced,1.0,1,3,1,Executive,9.825850282808975,4.0
0,42.0,Self Enquiry,1,2.5649493574615367,Small Business,1.0,Deluxe,4.0,Divorced,7.0,1,1,0,Manager,9.762614993654713,3.0
0,43.0,Self Enquiry,3,2.302585092994046,Small Business,4.0,Standard,3.0,Unmarried,4.0,0,3,1,Senior Manager,10.13582867620438,2.0
0,36.0,Self Enquiry,1,2.0794415416798357,Salaried,3.0,Deluxe,4.0,Unmarried,1.0,1,3,1,Manager,9.92378025580389,2.0
1,44.0,Self Enquiry,1,3.044522437723423,Small Business,3.0,Standard,3.0,Divorced,2.0,0,3,0,Senior Manager,10.04229251541331,4.0
0,36.0,Company Invited,1,2.0794415416798357,Salaried,4.0,Basic,3.0,Divorced,2.0,1,4,1,Executive,10.014447362844386,2.0
0,51.0,Company Invited,1,2.4849066497880004,Small Business,4.0,Basic,3.0,Unmarried,1.0,0,5,1,Executive,9.789086292226152,3.0
0,30.0,Company Invited,1,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Unmarried,1.0,1,3,1,Manager,9.888120075405006,5.0
1,29.0,Self Enquiry,1,2.5649493574615367,Large Business,3.0,Basic,3.0,Married,4.0,1,4,1,Executive,9.816785218696834,3.0
0,28.0,Self Enquiry,1,1.791759469228055,Large Business,3.0,Basic,5.0,Unmarried,3.0,0,4,0,Executive,9.745663467342562,2.0
0,25.0,Self Enquiry,1,1.791759469228055,Small Business,3.0,Basic,4.0,Unmarried,2.0,0,3,1,Executive,9.746599796998984,2.0
0,32.0,Self Enquiry,3,2.6390573296152584,Small Business,1.0,Deluxe,3.0,Divorced,2.0,0,5,0,Manager,9.962180898875346,2.0
0,45.0,Company Invited,1,3.4339872044851463,Small Business,3.0,King,4.0,Unmarried,4.0,0,4,1,VP,10.399231263877141,3.0
0,39.0,Self Enquiry,1,2.9444389791664403,Small Business,4.0,Super Deluxe,4.0,Married,7.0,1,3,1,AVP,10.377327563450146,5.0
0,58.0,Self Enquiry,1,3.367295829986474,Salaried,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,9.762614993654713,3.0
1,32.0,Self Enquiry,1,2.5649493574615367,Salaried,3.0,Deluxe,3.0,Divorced,2.0,0,3,1,Manager,9.89762037425808,4.0
1,36.0,Self Enquiry,1,3.367295829986474,Small Business,3.0,Basic,5.0,Unmarried,1.0,0,3,0,Executive,10.014447362844386,5.0
0,30.0,Self Enquiry,1,2.5649493574615367,Large Business,4.0,Deluxe,3.0,Divorced,1.0,0,4,1,Manager,9.88466144828608,3.0
0,36.0,Self Enquiry,1,2.772588722239781,Large Business,3.0,Standard,3.0,Divorced,4.0,0,3,0,Senior Manager,10.00306135743222,5.0
0,36.0,Self Enquiry,2,1.791759469228055,Salaried,3.0,Basic,5.0,Unmarried,7.0,0,5,1,Executive,9.82135516299751,2.0
0,28.0,Company Invited,1,1.791759469228055,Salaried,5.0,Deluxe,3.0,Divorced,1.0,0,3,1,Manager,9.98386866448294,2.0
0,50.0,Self Enquiry,1,3.5263605246161616,Salaried,3.0,Super Deluxe,5.0,Divorced,5.0,1,5,0,AVP,10.369734132904151,2.0
1,40.0,Self Enquiry,3,3.4339872044851463,Small Business,4.0,Standard,4.0,Unmarried,3.0,1,5,0,Senior Manager,10.089718125826797,3.0
1,52.0,Self Enquiry,3,2.3978952727983707,Salaried,3.0,Standard,4.0,Unmarried,1.0,1,4,1,Senior Manager,10.062455183631773,4.0
0,30.0,Self Enquiry,1,3.1354942159291497,Small Business,3.0,Standard,5.0,Divorced,2.0,1,4,0,Senior Manager,10.200476184308208,5.0
0,39.0,Self Enquiry,1,2.5649493574615367,Salaried,3.0,Deluxe,3.0,Unmarried,1.0,0,3,0,Manager,9.879911816007422,2.0
0,31.0,Company Invited,3,2.0794415416798357,Salaried,3.0,Standard,3.0,Married,2.0,1,1,1,Senior Manager,10.120693511183584,2.0
0,41.0,Company Invited,3,2.772588722239781,Small Business,5.0,Deluxe,4.0,Unmarried,2.0,0,1,1,Manager,9.959442464680574,2.0
1,31.0,Company Invited,3,1.791759469228055,Salaried,3.0,Basic,4.0,Unmarried,2.0,1,5,1,Executive,9.75857738074032,3.0
1,44.0,Self Enquiry,1,2.1972245773362196,Salaried,3.0,Basic,5.0,Divorced,5.0,0,5,1,Executive,9.762039188951753,3.0
0,42.0,Company Invited,1,2.0794415416798357,Salaried,3.0,Super Deluxe,3.0,Divorced,1.0,1,4,0,AVP,10.399231263877141,3.0
0,55.0,Self Enquiry,1,2.0794415416798357,Small Business,5.0,King,3.0,Divorced,5.0,0,4,1,VP,10.399231263877141,3.0
0,56.0,Self Enquiry,2,2.6390573296152584,Salaried,3.0,King,4.0,Unmarried,7.0,0,4,1,VP,10.399231263877141,3.0
0,36.0,Company Invited,1,3.091042453358316,Salaried,3.0,Basic,3.0,Married,1.0,0,3,1,Executive,9.827901565579532,5.0
0,34.0,Self Enquiry,1,2.70805020110221,Salaried,3.0,Standard,3.0,Married,1.0,0,5,1,Senior Manager,10.06475570013225,3.0
0,40.0,Self Enquiry,1,2.5649493574615367,Salaried,3.0,Deluxe,3.0,Unmarried,2.0,0,3,1,Manager,9.886392257107492,5.0
0,36.0,Company Invited,3,1.791759469228055,Small Business,3.0,Deluxe,5.0,Married,1.0,0,3,0,Manager,10.014447362844386,4.0
0,35.0,Company Invited,1,2.5649493574615367,Salaried,3.0,Deluxe,3.0,Unmarried,2.0,1,1,1,Manager,10.014447362844386,3.0
0,51.0,Self Enquiry,2,2.3978952727983707,Salaried,3.0,Super Deluxe,4.0,Married,2.0,1,3,1,AVP,10.275947259030309,3.0
0,38.0,Self Enquiry,3,2.0794415416798357,Salaried,3.0,Deluxe,5.0,Married,4.0,0,4,0,Manager,9.993922230007335,3.0
0,34.0,Self Enquiry,3,3.044522437723423,Small Business,3.0,Deluxe,5.0,Unmarried,2.0,0,1,1,Manager,9.958212452225375,5.0
0,36.0,Self Enquiry,1,3.2188758248682006,Small Business,3.0,Basic,3.0,Divorced,4.0,0,5,1,Executive,9.834619673237327,5.0
1,58.0,Self Enquiry,1,2.5649493574615367,Small Business,4.0,Standard,5.0,Divorced,1.0,1,4,1,Senior Manager,10.126951052661259,2.0
0,40.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Basic,4.0,Divorced,4.0,0,1,1,Executive,9.76347807952779,3.0
0,36.0,Company Invited,3,2.5649493574615367,Small Business,1.0,Deluxe,5.0,Divorced,3.0,0,1,1,Manager,9.885272664115224,2.0
0,48.0,Self Enquiry,1,2.302585092994046,Salaried,3.0,Standard,3.0,Unmarried,2.0,0,5,1,Senior Manager,10.038804849483757,3.0
0,27.0,Self Enquiry,3,2.833213344056216,Small Business,1.0,Basic,3.0,Divorced,1.0,0,3,1,Executive,9.771897132148531,4.0
0,51.0,Self Enquiry,1,2.833213344056216,Large Business,4.0,Super Deluxe,4.0,Unmarried,4.0,0,1,0,AVP,10.2450184013482,3.0
0,18.0,Company Invited,1,1.791759469228055,Salaried,3.0,Basic,3.0,Unmarried,2.0,0,5,1,Executive,9.717820405491077,4.0
0,35.0,Self Enquiry,1,1.791759469228055,Small Business,4.0,Deluxe,3.0,Divorced,1.0,0,1,1,Manager,9.921474807550515,3.0
0,27.0,Company Invited,3,2.0794415416798357,Salaried,5.0,Deluxe,3.0,Unmarried,4.0,0,4,1,Manager,9.907031266159493,3.0
1,55.0,Self Enquiry,3,2.9444389791664403,Small Business,1.0,Super Deluxe,3.0,Unmarried,7.0,1,3,1,AVP,10.264478170542462,3.0
0,56.0,Self Enquiry,1,3.367295829986474,Salaried,3.0,Super Deluxe,4.0,Divorced,5.0,1,4,1,AVP,10.254214844204958,5.0
0,34.0,Company Invited,1,3.4657359027997265,Large Business,4.0,Basic,3.0,Married,2.0,0,1,1,Executive,9.742673052026605,3.0
0,40.0,Self Enquiry,1,2.0794415416798357,Small Business,1.0,Deluxe,3.0,Married,6.0,0,3,1,Manager,9.97007085667928,2.0
0,34.0,Self Enquiry,1,3.5263605246161616,Small Business,3.0,Deluxe,3.0,Divorced,5.0,0,3,0,Manager,9.924710738987654,2.0
1,31.0,Company Invited,3,2.0794415416798357,Salaried,4.0,Basic,3.0,Unmarried,1.0,0,5,0,Executive,9.786110684382555,3.0
1,35.0,Company Invited,3,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Divorced,1.0,1,5,1,Manager,9.883998875952265,5.0
0,38.0,Company Invited,1,2.5649493574615367,Salaried,1.0,Basic,3.0,Married,2.0,0,3,0,Executive,9.776222201490253,2.0
0,34.0,Self Enquiry,1,2.0794415416798357,Large Business,3.0,Deluxe,3.0,Unmarried,2.0,0,5,1,Manager,9.984468281668407,4.0
0,28.0,Self Enquiry,3,2.5649493574615367,Salaried,4.0,Deluxe,5.0,Divorced,2.0,0,4,1,Manager,9.889591447344017,2.0
1,31.0,Self Enquiry,1,3.332204510175204,Small Business,3.0,Deluxe,3.0,Divorced,2.0,1,5,1,Manager,9.960765403687601,3.0
0,39.0,Self Enquiry,3,3.295836866004329,Salaried,4.0,Deluxe,3.0,Divorced,4.0,1,1,0,Manager,9.957975737820197,3.0
0,51.0,Company Invited,3,2.0794415416798357,Small Business,3.0,Standard,4.0,Divorced,3.0,0,4,0,Senior Manager,10.150191368259351,2.0
0,41.0,Company Invited,1,3.332204510175204,Salaried,3.0,Deluxe,3.0,Married,4.0,1,5,0,Manager,9.926569111979449,3.0
0,37.0,Self Enquiry,1,2.302585092994046,Salaried,3.0,Basic,3.0,Divorced,1.0,1,5,1,Executive,9.797904789961063,3.0
0,33.0,Company Invited,3,2.3978952727983707,Salaried,3.0,Deluxe,3.0,Divorced,7.0,0,1,1,Manager,10.126551100650167,5.0
0,36.0,Self Enquiry,3,2.0794415416798357,Small Business,3.0,Deluxe,4.0,Divorced,1.0,1,1,0,Manager,10.014447362844386,3.0
0,39.0,Company Invited,1,3.4339872044851463,Salaried,3.0,Standard,3.0,Divorced,4.0,0,1,0,Senior Manager,10.16277015046621,3.0
0,25.0,Self Enquiry,3,3.1780538303479458,Salaried,1.0,Deluxe,3.0,Divorced,3.0,0,1,0,Manager,9.96326475657199,3.0
0,52.0,Company Invited,1,3.5263605246161616,Small Business,1.0,Super Deluxe,3.0,Divorced,3.0,1,4,0,AVP,10.248742536245267,2.0
0,36.0,Self Enquiry,1,2.4849066497880004,Small Business,4.0,Deluxe,3.0,Unmarried,2.0,1,4,1,Manager,10.014447362844386,4.0
0,27.0,Self Enquiry,3,2.772588722239781,Small Business,4.0,Deluxe,3.0,Divorced,2.0,1,3,1,Manager,9.941216769346136,5.0
1,27.0,Self Enquiry,1,3.1354942159291497,Salaried,3.0,Basic,3.0,Unmarried,2.0,1,5,1,Executive,9.76388059814971,2.0
0,36.0,Self Enquiry,1,2.0794415416798357,Small Business,4.0,Basic,3.0,Unmarried,1.0,0,3,0,Executive,10.014447362844386,2.0
0,42.0,Self Enquiry,2,2.772588722239781,Salaried,3.0,Super Deluxe,5.0,Divorced,1.0,0,3,0,AVP,10.367190121732936,3.0
0,52.0,Self Enquiry,1,2.6390573296152584,Salaried,3.0,Basic,5.0,Divorced,1.0,0,1,1,Executive,9.795345393916424,3.0
0,36.0,Self Enquiry,1,2.833213344056216,Small Business,3.0,Basic,3.0,Unmarried,5.0,0,3,0,Executive,9.832474785289708,4.0
0,35.0,Company Invited,1,3.1780538303479458,Salaried,3.0,Standard,3.0,Unmarried,3.0,0,3,0,Senior Manager,10.100779820259904,2.0
0,25.0,Self Enquiry,1,1.791759469228055,Large Business,3.0,Basic,3.0,Divorced,5.0,0,5,1,Executive,9.810769011532921,3.0
0,36.0,Self Enquiry,1,2.5649493574615367,Salaried,1.0,Basic,5.0,Unmarried,1.0,0,1,1,Executive,9.829733363947467,3.0
0,29.0,Self Enquiry,2,3.1354942159291497,Salaried,4.0,Standard,5.0,Unmarried,2.0,0,3,0,Senior Manager,10.042727619627632,2.0
1,49.0,Company Invited,1,2.5649493574615367,Salaried,4.0,Deluxe,5.0,Unmarried,4.0,0,3,0,Manager,10.014447362844386,4.0
1,29.0,Company Invited,1,2.995732273553991,Salaried,3.0,Standard,3.0,Unmarried,1.0,1,5,1,Senior Manager,10.02362337377611,2.0
0,54.0,Self Enquiry,1,1.791759469228055,Small Business,3.0,Super Deluxe,3.0,Unmarried,7.0,0,4,1,AVP,10.38368900675831,3.0
0,58.0,Self Enquiry,1,1.791759469228055,Small Business,3.0,King,5.0,Divorced,4.0,1,1,1,VP,10.399231263877141,4.0
0,55.0,Self Enquiry,1,1.791759469228055,Small Business,1.0,Super Deluxe,3.0,Married,3.0,0,5,1,AVP,10.299979185845183,2.0
0,36.0,Self Enquiry,3,2.1972245773362196,Small Business,3.0,Deluxe,4.0,Unmarried,4.0,1,4,0,Manager,10.097325869457748,3.0
1,31.0,Company Invited,3,1.791759469228055,Salaried,5.0,Basic,3.0,Unmarried,2.0,0,3,1,Executive,9.702533483594172,3.0
0,30.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,5.0,Married,1.0,0,3,1,Manager,9.89237604778141,3.0
0,31.0,Self Enquiry,1,2.6390573296152584,Salaried,3.0,Super Deluxe,4.0,Unmarried,4.0,0,1,1,AVP,10.355263563507542,3.0
0,34.0,Company Invited,1,1.791759469228055,Salaried,3.0,Basic,5.0,Married,6.0,0,1,1,Executive,9.797904789961063,5.0
1,31.0,Self Enquiry,1,2.6390573296152584,Salaried,4.0,Basic,4.0,Unmarried,2.0,0,4,0,Executive,9.696524881825722,3.0
0,27.0,Self Enquiry,1,2.833213344056216,Salaried,3.0,Basic,5.0,Divorced,1.0,0,5,1,Executive,9.746775261248594,5.0
0,36.0,Self Enquiry,1,2.302585092994046,Salaried,4.0,Deluxe,3.0,Unmarried,2.0,0,5,1,Manager,9.94318891938768,3.0
0,36.0,Self Enquiry,3,3.091042453358316,Small Business,4.0,Deluxe,5.0,Divorced,5.0,0,5,1,Manager,9.93532530938488,3.0
0,36.0,Self Enquiry,1,1.791759469228055,Large Business,3.0,Basic,3.0,Divorced,1.0,0,3,1,Executive,9.821192309809298,3.0
1,25.0,Self Enquiry,3,2.5649493574615367,Salaried,4.0,Basic,5.0,Divorced,4.0,0,1,1,Executive,10.014447362844386,3.0
0,36.0,Company Invited,1,2.3978952727983707,Large Business,1.0,Basic,3.0,Unmarried,1.0,0,5,1,Executive,9.825526011066415,2.0
0,56.0,Self Enquiry,1,1.791759469228055,Salaried,3.0,Basic,5.0,Divorced,3.0,0,5,1,Executive,9.744843459096531,3.0
0,47.0,Self Enquiry,1,2.0794415416798357,Small Business,3.0,Super Deluxe,3.0,Divorced,4.0,0,5,1,AVP,10.378758534888256,2.0
0,36.0,Self Enquiry,3,2.302585092994046,Small Business,3.0,Deluxe,3.0,Divorced,2.0,1,5,1,Manager,10.014447362844386,2.0
0,32.0,Self Enquiry,3,2.5649493574615367,Small Business,3.0,Deluxe,3.0,Divorced,5.0,0,5,1,Manager,10.094273187742212,4.0
0,34.0,Self Enquiry,1,1.791759469228055,Salaried,4.0,Basic,4.0,Divorced,6.0,0,1,1,Executive,9.81432841621631,3.0
0,41.0,Self Enquiry,1,2.3978952727983707,Small Business,1.0,Basic,3.0,Divorced,3.0,1,1,1,Executive,9.748411444632369,3.0
0,36.0,Company Invited,1,2.70805020110221,Salaried,3.0,Deluxe,3.0,Married,4.0,0,3,1,Manager,10.014447362844386,2.0
0,31.0,Self Enquiry,3,2.6390573296152584,Salaried,3.0,Standard,3.0,Married,2.0,0,3,1,Senior Manager,10.15785841626691,2.0
1,46.0,Self Enquiry,3,2.70805020110221,Small Business,3.0,Standard,3.0,Married,5.0,0,3,0,Senior Manager,10.130463749870515,3.0
1,36.0,Company Invited,1,2.0794415416798357,Salaried,4.0,Basic,5.0,Unmarried,3.0,1,3,0,Executive,9.833386924856638,2.0
1,31.0,Company Invited,1,1.791759469228055,Salaried,1.0,Standard,4.0,Unmarried,2.0,0,3,1,Senior Manager,10.018867703576202,5.0
0,45.0,Self Enquiry,1,3.258096538021482,Small Business,5.0,Standard,5.0,Married,3.0,1,3,0,Senior Manager,10.160104563907877,3.0
